#	First Name	Last Name	Gender	Race	Nationality	Religion	Class	Looks	Role	Context	Source		
130	Tezauatzin	Tepeco	m	half kobold	Agarthan	Cynic	Fighter: 5 / Pious Templar: 3		"Dying, strict but fair mother, has inherited a massive fortune and calls her three daughters to her side to say goodbye. Plans to leave the most to her eldest daughter Wolda."	The West		1	
131	Thurgi	Uginnson	m	centaur	Agarthan	Lutheran	Druid: 5 / Landforged Walker: 3		Eldest daughter of Niele Valham. Widow. 	The North		1	
132	Jacqui	Drollet	m	chocolate golem	Agarthan	Cynic	Expert: 3 / Fighter: 2		"Middle daughter of Niele Valham. City official, worried that her younger sister will attack, she seeks to hire guards on her way to visit her ill mother. Wife of Aksisav who is away on business."	The South		1	
133	Chimbi	Amballac	f	plastic dragon	Agarthan	Orthodox Christian	Rogue: 4 / Ranger: 4		"Youngest daughter of Niele Valham, her greedy husband Aksoom infected her and she hired thugs to kill her two elder sisters before arriving at her mother's bedside."	The Metropolin		1	
134	Gundia	de Santos	f	human	Thuvar	Orthodox Christian			"Husband of Gilex, merchant, travels far and often. "	Key Plot		1	
135	Tetweshky	Tisais	f	human	Paititi	Cynic	Cleric: 4		"Husband of Conburga, teacher, greedy, infected his wife with greed."	Subplot		1	
136	Nekigba	Bamboye	f	human	Laestygian	Muslim (Shi'a)		Young well-dressed black woman with curly hair. Necklace of shark teeth.	"Concierge, Grand Castle Hotel"	Adventuring		1	
137	Joycie	Cefield	f	human	Thuvar	Hindu	Wizard (necromancer) 9		Lord's daughter	Nobility		1	
138	Kaimi	Takashi	f	human	Thuvar	Hindu	none		"Older brother of Canda Kotapur, kidnapped by pirates"	The East	Red box	1	
139	Nyatta	Anong	f	kobold			Paladin: 20			The West	Green box	1	
140	Meloe	Sosia	f	double kobold	Thuvar	Hindu	Artificer: 8 / alchemist savant: 2		Mother of Canda Kotapur	The North	Blue Box	1	
141	Lavoi	Striansky	m	werechicken	Cushite	Muslim (Sunni)	Aristocrat: 1		"Captain of the Iedee Chalaak. Looking for Naruddin, merchant-adventurer, smokes Marblefist tobacco"	The South		1	
142	Hilia	Wacot	f	fish	Kuzari	Jewish	Expert: 6		"Gunsmith from Torragol, banished due to plague."	The Metropolin	Page 32	1	
143	Arius	Santorra	m	human	Patagonian	Catholic			"Sailor, low power, loyal to Canda Cotapur"	Key Plot		1	
144	Botchwe	Barbayo	m	human	Iramian	Bushido	Commoner: 2		"Barrister, medium power, loyal to Canda Cotapur. Father of Faiziya al-Khabi"	Subplot		1	
145	Rancis	Stayford	m	half dwarf	Thuvar	Cynic	Rogue: 1 / Ranger: 1 / Bard: 1 / Master Inquisitive: 3		"Embodied spirit (believes herself to be a spirit), great power, loyal to Canda Kotapur"	Adventuring		1	
146	Tane	Taburh	m	human	Averoignian	Buddhist	Adept			Nobility		1	
147	Athel	Harkhold	f	half kobold	Averoignian	Buddhist	Cleric: 12		"Duchesse, Mother of Eriann Karling, "	The East		1	
148	Ikarius		m	centaur	Averoignian	Buddhist			Sister of Eriann Karling	The West		1	
149	Nwola	Gomo	f	chocolate golem	Averoignian	Buddhist	Cleric: 12		Brother of Eriann Karling	The North		1	
150	Kaneste	Astis	m	plastic dragon	Catai	Jewish	Scout		"Messenger for hire, contact of Eriann Karling"	The South		1	
151	Ehul	Tarshi	m	human	Thinisian	Jewish	Bard: 11	"Fat bald short man in camel-fur cloak, a furry hat with flaps, smoking a pipe ."	"Magic Supplies Merchant, contact of Eriann Karling"	The Metropolin		1	
152	Varo	Santorra	m	human	Mezzoramian	Cynic	Wizard: 5 / Dragon Prophet: 2		"Bodyguard for hire, contact of Eriann Karling"	Key Plot		1	
153	Yolaiah	Ninica	m	human	Scholomancian	Nord	Magewright: 5		"Caravan master, contact of Eriann Karling"	Subplot	Page 44	1	
154	Zinab	Al-Bousat	f	human	Paititi	Egyptian			"University professor of history, contact of Eriann Karling"	Adventuring		1	
155	Neki	Wango	f	human	Laestygian	Catholic	Sorcerer: 8		"Grandmother, from Gono Cove, gave blue bird painting to Erian Karling. Rescued by Tatsuki."	Nobility		1	
156	Tecoana	Mixotloya	m	kobold	Klallam	Animistic	Druid: 4		Rebel leader	The East		1	
157	Beshi	Kimba	f	double kobold	Klallam	Animistic	Rogue: 3		Smuggler	The West		1	
158	Hitaisy	Saiseb	f	werechicken	Klallam	Animistic	Rogue: 6		Assassin after Eriann Karling	The North		1	
159	Athard	Beywood	m	fish	Klallam	Animistic	Cleric: 7		Shaman 	The South		1	
160	Phyesteto	Orcyra	m	human	Klallam	Animistic	Cleric		Crafstwoman and artist	The Metropolin		1	
161	Valga	Vafisdottir	f	human	Manitou spirit	Animistic	Diviner: 9 / Mage of the Arcane Order: 1		Magical spirit bound to the Klallam	Key Plot		1	
162	Dimitri	Nvorotonski	m	half dwarf	Cushite	Egyptian	Magewright: 2		"Former mercenary, rich owner of Marblefist Manor, husband of Ufizi Marblefist, father of Kasli Marblefist"	Subplot		1	
163	Lief	Vladimirson	m	human	Cushite	Egyptian	Rogue: 1		"Daughter of Rusumba Marblefist, manages tobacco business, hates her stepmother Ufini"	Adventuring		1	
164	Katmi	Siswala	f	half kobold	Zerzuran	Nord	Rogue: 5 / vigilant sentinel of Aerenal: 2	Pregnant.	"Wife of Rusumba Marblefist, daughter of Sanza Zadeem. Pregnant."	Nobility		1	
165	Dimitris	Mosoviaki	m	centaur	Nipponese	Shinto	Rogue: 2 / Fighter: 1		"Former mercenary and friend of Rusumba Marblefist, betrayed by his friend and seeks revenge. Crippled."	The East	Red box	1	
166	Miftah	Sekitiora	f	chocolate golem	Zerzuran	Norse	Lurk: 6 / Ebon Saint: 2		"Chieftein, father of Ufini Marblefist"	The West		1	
167	Paranus	Sekitiora	m	plastic dragon	Lemurian	Egyptian	Ranger: 6		Mother of six children despite her young age. Her husband escaped. She is followed as a reincarnation of the Egyptian god of justice Mafdet	The North		1	
168	Guenever	Pendragon	f	human	Thulian	Lutheran	Cleric: 18		Sister of Jarl Vari Sanarson who died. Mayor of Acorma. 	The South		1	
169	Antoin	Sylaire	m	human	Aztlan	Nord	Ranger:4/Extreme Explorer:2		"Hunter and woodsman, contact of Thurgi Uginnson"	The Metropolin		1	
170	Erasmus IV	Rossosalvo	m	human	Thulian	Nord	Rogue: 5 / Barbarian: 2 / Thief of Life: 5			Key Plot		1	
171	Jorge	Montebello	m	human	Hawaiki	Sun	Cleric: 7 / Excorcist of the Silver Flame: 6	Dark-skinned balding bearded young man with gold eyes and perfect teeth. Wears a suit of leather armor full of pockets and a sickle.	"Flirt, widower, journeyman shipbuilder who came to convince Conde Torragol to grant him a charter. "	Subplot		1	
172	Sei	Toturi	f	human	Paititi	Egyptian	Cleric: 5		Queen of Cuitaita in exile. 	Adventuring		1	
173	Hida	Otomo	f	kobold	Patagonian	Catholic	Warmage: 6	"The homely woman wears a nun's habit which conceals her features, but cannot conceal her large nose and tar-black eyes."	Nun. Serves Arius Santorra. Angry at him for having an affair. 	Nobility		1	
174	Akai	Seppun	m	double kobold	Nithian	Egyptian	Rogue: 3 / Figher: 3 / Ranger: 1	"Dark-skinned young woman with a gentle face, blue makeup around the eyes, a white cotton shift decorated in lapiz lasuli and silver."	"Priestess, manipulates Higo Tayto. Lover of the smuggler Morning Yawn."	The East		1	
175	Abdelfatah	Ylarum	m	werechicken	Laestygian	Egyptian	Cleric: 12	"Red-headed freckled woman with green eyes, beer-belly wearing a brown jerkin, a yellow mantelet and a red tricorne. Pistol in her belt."	The criminal tries to get a hold of the cove. Afraid of Rusumba Marblefist. Has a small treasure of stolen tobbacco.	The West		1	
176	Kwai-Tze-Wan		f	fish	Themiscyran	Norse	Dragon Shaman	"Mid-sized brunette with broken nose and fierce green eyes, wearing furs and wools, furry boots wrapped in thong and armed with a staff etched in runes."	"Shepherd, clanhead, converted to Hel after Gyliam Wopool died. Angry and violent. Has Thurgi's child"	The North		1	
177	Maxim III	Sakharov	m	human	Nipponese	Lutheran	Fighter	The smallish girl wears a heavy gray felt coat and carries a giant wooden-frame backpack. She wears a tricorne hat and geta sandals.	The student of professor Allald Bermoor is certain that the silver mines should be reopened. Close friend of Kunda Darjain. 	The South		1	
178	Lev I	Abramov	m	human	Cushite	Norse	Bard: 3	"The tall black woman with large eyes and a sharp nose wears a dress made of colorful patches. She seems tired, and has a braided walking stick with the head of a wolf. "	"The medium is horrified by restless spirits who seek vengeance, and wants to appease them by finding Beves Hampton and Vadim Dejova."	The Metropolin		1	
179	Gunnar	Sturmson	m	half dwarf	Helikite	Hindu	Artificer	"The pretty woman with curly brown hair wears baggy white pants and shirt, red bracers and wears a cutlass and a crossbow. Her hat is a bearskin."	The pirate ship Goudi captain needs to crew his vessel with trustworthy sailors. Plans on bombarding the Patagonian city Conada with a mortar.	Key Plot		1	
180	Idar	Patesh	m	human	Scholomancian	Hindu	Ranger: 10	The very thin man with bony cheeks and wispy beard and mustache has piercing gray eyes. He wears a brimless cap and a dirty apron over his linen clothes. He is armed with a heavy steel spoon.	"The alchemist tries to get word of his daughter Ivana, whom he married off to house Taty. Has a library of plays by Heny Jabahi. Lover of Belet-Ili."	Subplot		1	
181	Andik	Solossa	m	half kobold	Atlantian	Buddhist		"The short blond woman with thin lips has a ring on each finger, and wears an embroidered kilt over her leather breeches, and a yellow vest over her green tunic."	The manager of the fish market is actually a spy for the Iramian empire. Treasure of pearls.	Adventuring		1	
182	Raghda	Miryal	f	centaur	Patagonian	Catholic	Rogue: 5 / Fighter: 4	"The very large muscular man has graying hair, a pencil mustache and bushy eyebrows. He wears his spotless black habit and priestly collar, and on his head he wears a black biretta."	"The Catholic priest is an agent of the Patagonian empire. Was the confessor of Stany Dejova, Vadim's older brother. Was saved by Sou-Wu."	Nobility	Blue Box	1	
183	Taufiq	el-Nabil	m	chocolate golem	Mezzoramian	Egyptian	Lurk: 6	Broad-shouldered black man with rounded beard and gleaming balding forehead. A cheroot is stuck in his yellowing teeth. He has large workman's hands and a hammer hangs on his hip.	Mason works as an unofficial innkeeper. Needs wood for wagons and not for ships. Nephew of Ingasa Gelu from Torragol.	The East		1	
184	Armion	Mantea	f	plastic dragon	Avalonian	Lutheran	Duskblade: 5/dragonmark heir: 1	"Young handsome man with dirty blond hair and a teenager's mustache. He wears a birght-red jerkin, cavalry boots and a saber."	A landless knight needs battle to make a reputation for himself. Friend of Riffolk Ulmor from Alcalas. 	The West	Page 32	1	
185	Gunda	Turanja	f	human	Themiscyran	Norse	Rogue: 4/master inquisitive: 3	Ungainly young man with long arms and bushy unkempt hair. Potato-shaped nose and crooked teeth.	"Poor brute. To feed his family, he pretends to be a monster in the abandoned silver mine for Nyatta Anong. Touched by Hel."	The North		1	
186	Munsib	Natun	m	human	Atlantian	Hindu	Rogue: 7 / Fighter: 2	Blond woman muscular arms and a crooked smile wears torn and dirty rags and too-large mountaineering boots. A nasty curved dagger is stuck in her rope-belt.	Poor brute. Steals wood for Nekigba Bamboye in order to buy clothes and become a page to Sir Rancis Stayford.	The South		1	
187	Suha	Um-Rania	f	human	Laestygian	Catholic	Bard	Tanned muscular bald man with a bat tattoo on his head. 	"Convict, sold as galley oarsman after defeat in Gono Cove. Hates Sir Beves. Loves Sister Gundia de Santos. "	The Metropolin		1	
188	Uapatzitl	Calca	f	human	Mezzoramian	Lutheran	Wizard (transmuter):7/loremaster: 3	"The determined-looking black woman has curly black hair, wears studded leather armor and carries a tear-shaped leather shield and a heavy spear."	Poor brute. Self-appointed militia to keep the peace in the village was kicked out due to Ehul's intervention. Terrified of Arius Santorra. Infatuated with Kaimi Takashi. 	Key Plot		1	
189	Hosni	ibn-Sadook	m	human	Thinisian	Catholic			Self-proclaimed captain of the dhow Baqara. Excellent fighter with a club. Hunted by Jean-Pierre Citroene.	Subplot		1	
190	Pritani		f	kobold	Kuzari	Voudoun	Ranger		"Criminal from Jaddah, escaped on the Baqara. Befriended Quetzi. "	Adventuring		1	
191	Aruan	Citambo	f	double kobold	Patagonian	Catholic	Duskblade: 6		"Brute, served the inquisitor Cozaro Iraquol but chose to remain on the Baqara. Lover of Wynna Thoeton."	Nobility		1	
192	Meri	Solah	f	werechicken	Kuzari	Voudoun	Barbarian: 3		"Merchant, escaped Kuzar for religious reasons with his family. "	The East		1	
193	Tonard	Beauvoi	m	fish	Iramian	Muslim (Sufi)	Bard:4/Druid:4/Impure Prince (MOE):2		"Caravan master, Contact of Yolaiah Ninica, agent of Bosek Dejova"	The West		1	
194	Vertio	Portiago	m	human	Cushite	Muslim (Sunni)	Psion (shaper): 8		"Mystic and sage on all things magic, Contact of Yolaiah Ninica, fierce enemy of King Ermin Montecanne. "	The North		1	
195	Angun	Gutawa	f	human	Aztlan	Cynic	Wizard: 5 / Cleric: 1 / Silver Pyromancer: 2		"Emperor of the Aztlan Empire, ambitious, bloodthirsty, violent, unstoppable"	The South	Page 44	1	
196	Tabese	Saqqar	f	half dwarf	Zerzuran	Muslim (Shi'a)	Aristocrat: 2 / Fighter: 111		"Mercenary general, jaded and ruthless. Merciless. Was saved by Janette Crufo."	The Metropolin		1	
197	Esteban	Tugo	m	human	Nithian	Lutheran	Fighter: 3 / Ranger: 3 / Rogue: 3		"Builds a guild of mediums, assassinates any mediums who refuse to join. Power hungry."	Key Plot		1	
198	Maria	Portilla	f	half kobold	Avalonian	Buddhist	Psychic Warrior: 5 / Elocator: 7		Admiral of the Avalonian navy. Cruel and sadistic. 	Subplot		1	
199	Chawe	Kelya	m	centaur	Helikite	Orthodox Christian	Aristocrat: 3 / Fighter: 3		"Patriarch of the Orthodox Christian church, fanatic, intolerant, dangerous. Friend of Anu."	Adventuring		1	
200	Minefer	Themedj	f	chocolate golem	Thulian	Nord	Artificer		"Wealthy merchant by day, assassin/thief by night. Knows no bounds to greed."	Nobility		1	
201	Nehefy	Niba	m	plastic dragon	Scholomancian	Buddhist			Knew mr. Khaldoun Jendayi and worked for him to uncover the Antigona Obelisk. An alcoholic disillusioned Scholomancan cut off from his operator.	The East		1	
202	Neferi	Medi	f	human	Thulian	Norse	Expert		"Jarl, ""nosferatu,"" rules Nosferatu Island. Captured Gytha in his basement. Pen-pal of Zlina Dejova."	The West		1	
203	Ahotef	Adak	m	human	Cushite	Muslim (Sunni)	Paladin		"Elector of Cush, pious, paranoid, protective"	The North		1	
204	Meretia	Adak	f	human	Helikite	Orthodox Christian	Cleric: 5 / Stormlord: 3		"King of Helikite, ruled by conglomerates"	The South		1	
205	Olol	Nikoofru	m	human	Nithian	Egyptian	Cleric: 1		"Pharaoh of Nithia, sister of Paranus and fights against him. "	The Metropolin		1	
206	Saha	Sayuna	f	human	Thinisian	Egyptian	Cleric		"Pharaoh of Thinia, brother of Miftah and fights against her."	Key Plot		1	
207	Musa	Ogbah	m	kobold	Avalonian	Druid	Aristorcrat: 1/urban ranger: 4/shadow hunter: 5		"Queen of Avalon, warrior. Twin of Fiona Sylaire."	Subplot	Red box	1	
208	Sibill	Monte	f	double kobold	Averoignian	Muslim (Shi'a)	Duelist		"King of Averoign, decadent but great caster, murdered his father"	Adventuring	Green box	1	
209	Irkoses	Karna	m	werechicken	Patagonian	Catholic	Bard:3		"Pope. Spymaster, collects information obsessively. Organizes a crusade."	Nobility	Blue Box	1	
210	Frida	Padun	f	fish	Patagonian	Catholic	Psion (telepath): 11		Rei of Patagonia. Drooling decrepid old man with Parkinsons.	The East		1	
211	Herenpy	Hena	m	human	Nipponese	Shinto	Psion		Secretery of the Council fo Daimyos	The West	Page 32	1	
212	Nebeshue	Dosir	f	human	Nipponese	Bushido	Psion (seer): 6		Effective Daimyo of the Otomo after the death of her husband	The North		1	
213	Djuhoru	Solah	m	half dwarf	Nipponese	Shinto	Pyschic Warrior: 4 / Ranger: 3		"Emperor of Nippon, worshiped as god"	The South		1	
214	Pythoe	Creiona	f	human	Iramian	Muslim (Sunni)	Hexblade: 2/Psychic Warrior: 2		"Sultan of Iram, obsesses about honor"	The Metropolin		1	
215	Burga	Tewick	f	half kobold	Catai	Hindu	Fighter: 6/Blackguard: 3		"Empress of Catai, sage, "	Key Plot		1	
216	Mustafa	Abdul	m	centaur	Scholomancian	Orthodox Christian	Artificer: 8		Tzar of Scholomancia	Subplot		1	
217	Ramiq		f	chocolate golem	Kuzari	Jewish	Duskblade: 4 / Fighter: 1 / Renegade Mastermaker: 2	**	King of Kuzar	Adventuring		1	
218	Hamid	Rishmawi	m	plastic dragon	Thulian	Nord	Rogue: 2		"King of Thule, won the realm in single combat"	Nobility		1	
219	Rani	el-Nabil	f	human	Thuvar	Hindu	Bard		Maharaja of Thuvar	The East		1	
220	Salwa	el-Nabil	f	human	Hawaiki	Nord	Bard: 1 / Fighter: 5 / Kensai: 10	"Handsome young man with very short black hair, coppery skin and dark brown eyes. Wears a leather jerkin and leather hose."	"Gambling bookie, has a pet fox"	The West		1	
221	Thilan	Isford	m	human	Iramian	Lutheran	Fighter: 1 / Wizard: 5 / Knight Phantom: 4	"Coppery curled hair, tall forehead, brown eyes, wears a green velvet dressing gown and a gilded belt."	"Charlatan, pretends to be Mayor Safiya Jaddah in order to get the PCs to kill Sheikh Taufiq el-Nabil. Works for Dolores Celida."	The North		1	
222	Thomas	Isford	m	human	Iramian	Muslim (Sunni)	Expert: 3 / Dragonmark Heir: 2	"Short-cropped black beard, chainmail hauberk, scimitar and small steel shield, short composite bow, nose-guard helm"	"Sheikh, younger brother of Nizam Khaled el-Nabil"	The South	Page 44	1	
223	Fiona	Sylaire	f	human	Helikite	Hindu	Dragon Shaman: 6	"broad-faced woman with a dot on her forehead wearing a calico dress, leather sandals and armed with a sickle."	Escaped from Conada where her husband Artes was imprisoned by the Inquisition.	The Metropolin		1	
224	Honore	Sylaire	m	kobold	Patagonian	Hindu	Samurai: 1	"Athletic middle-sized woman with shoulder-length hair and strong jaw. Wears ringmail a morion and cavalry boots, armed with a flail."	Castellan of Abadanarbad Castle	Key Plot		1	
225	Clissa	Chalos	f	double kobold	Iramian	Catholic	Bard	"Long and narrow gray beard, wears torquis cotton robes and a kaffiya, a crooked dagger in a golden sheath in his camelskin belt."	"Former mayor of Hagra, resigned because of the plague"	Subplot		1	
226	Nebtire	Saisol	f	werechicken	Iramian	Catholic	Monk: 3	"Short orange hair, leather apron, goggles on her forehead and a toolbelt around her waist. Heavy leather gloves, a hammer hanging on her back."	"Shipbuilder from Bataf, lost her lumber to Nekigba Bamboye"	Adventuring		1	
227	Anin	Bimpo	m	fish	Aztlan	Cynic	Ranger: 2	"Girl in oily black hair, large scared eyes, clutching a baby to her her as she plods forward in dirty skirts and cracked leather shoes."	Protects her two younger brothers after their parents died in the plague.	Nobility		1	
228	Asgag	Thildasdottir	f	human	Iramian	Muslim (Sunni)	Warmage: 8	"Wild-hair boy with dark brown hair and light brown skin. Baggy cotton clothes in shades of yellow and beij, sandals and a massive rucksack."	"Squire of Sheikh Taufiq el-Nabil, naïve"	The East		1	
229	Sornon	Sedouai	m	human	Thuvar	Lutheran	Rogue: 5 / Fighter: 4 / Dragonmark heir: 5	"Young woman in calico dress, long black hair, cloudy black eyes"	"Messenger for hire, contact of Eriann Karling"	The West		1	
230	Ankavin	Singra	m	half dwarf	Paititi	Catholic	Aristocrat: 3/Fighter: 9/heir ob Siberys: 2		"Black salt, troubadour. Seeks a part of her soul which was lost to the dusk wizard Hoshden Frihoom."	The North		1	
231	Wi-Lian		f	human	Nithian	Egyptian	Fighter: 2 / Artificer: 5 / Warforged Juggernaut: 5		"Black salt, sorcerer, family"	The South		1	
232	Otah	Siana	m	half kobold	Averoignian	Egyptian	Aristocrat: 2		"Black salt, forester, religion"	The Metropolin		1	
233	Sou-Wu		m	centaur	Patagonian	Catholic	Sorcerer: 6 / Escalation Mage: 3	"Handsome tall man with black hair, green eyes and clean-shaven. Wears orange tunic and a flowing red cape. Wears a cutlass."	Captain of the ship Resurgimiento.  Brother-in-law of Conde Rigualdo Torragol and a rival of him. Policeman mentality.	Key Plot		1	
234	Grendel		m	chocolate golem	Hawaiki	Muslim (Sunni)	Ranger: 3 / Artificer: 2	"Short blonde tanned woman wearing a gray woolen coat full of pockets over yellow robes, armed with a crossbow."	First mate on the Resurgimiento. Stole a small jewelry chest from Sir Rancis Stayford. Shady woman who always tries to sell stolen goods.	Subplot	Red box	1	
235	Rigma		f	plastic dragon	Thinisian	Catholic	Paladin: 4 / Bone Knight: 6	"Tall muscular black woman wearing brass armor plates, a green and orange headdress and armed with a bow and a spear."	Charioteer working as a protection racketeer	Adventuring		1	
236	Adad		m	human	Patagonian	Lutheran	Rogue: 1	"Graying brown beard, ragged clothes, walking stick"	Older brother of Ates Tugo from Acorma. Now caretaker at Abadanarbad Castle. Old and bitter.	Nobility		1	
237	Anu		m	human	Patagonian	Egyptian	Cleric: 8	"Colorfully-dressed woman with brown curly hair and a necklace of multi-colored stones, jingling bracelets."	Merchant from Kilwa	The East		1	
238	Belet-Ili		f	human	Zerzuran	Atheist	Artificer: 5	Short young black man with a narrow head and light-blue wool clothes. Warhammer on his back.	Merchant from Munhumutapa. Owes debt to Irene Goudard.	The West		1	
239	Enki		m	human	Thinisian	Nord		"Fat woman with straight-cut dark hair, a copper tiara, wears a red and yellow silk dressing gown."	Merchant from Kumase. Supports Sabo Paganda.	The North		1	
240	Enlil		m	human	Nithian	Orthodox Christian	Wizard: 11	"Scarred-face dark young man with short curly hair, wearing a woolen skirt and vest, holds a staff."	Shepherd from Kumase	The South		1	
241	Ereshkigal		f	kobold	Thinisian	Egyptian	Beguiler	"Tall pretty but sharp-featured woman with a massive double-curved bow, wearing chainmail armor and a scimitar at her belt."	Desert Bandit. Serves Mustwa Mwingo.	The Metropolin		1	
242	Innana		f	double kobold	Nithian	Egyptian	Druid: 6 / Gatekeeper Mystagogue: 4	"Completely bald man with burn-marks on one side of his face. Wears camelskin robes lined in fur, with a sythe."	Desert tribe leader	Key Plot		1	
243	Marduk		m	werechicken	Nithian	Egyptian	Psion (seer): 5	Long-nosed woman with angry black eyes. Wears camelskin robes lined in fur. Armed with a shortbow and a light spear.	"Daughter of desert tribe leader, wants to be a bandit"	Subplot		1	
244	Nergal		m	fish	Mezzoramian	Catholic	Artificer: 15	"Young black man with a mushroom haircut, a white collar, black robes, a wooden cross on his neck, toging a heavy leather bag."	Priest	Adventuring		1	
245	Ninurta		m	human	Iramian	Buddhist	artificer	Young pretty woman with heavy makeup wearing an exquisite cream-colored silk dress and a pearl necklace.	Lady	Nobility		1	
246	Shamash		m	human	Cushite	Hindu	Fighter: 1 / Wizard: 10	"Fat black man with a thin mustache, afro hair, wears splint-mail armor and armed with a massive poleaxe."	Mercenary. Chases his lover Imra Pajhour.	The East		1	
247	Aya		f	half dwarf	Averoignian	Muslim (Sufi)	Wizard (illusionist): 5 / Rogue: 3 / Arcane Trickster: 2	Young freckled woman in simple linen shifts and a big leather backpack has a dirk shoved in her belt.	Thief	The West		1	
248	Sin		m	human	Nithian	Egyptian	Ranger: 5	"This man is very young but has a long wild beard with carved-bone jewels threated into it. He wears a poncho with a dazzling pattern, walks barefoot and unarmed."	Prophet	The North		1	
249	Reni	Simola	f	half kobold	Themiscyran	Jewish	Expert: 1	"Young woman with droopy ears and a monocle wears a heavy leather apron over black cotton pantaloons and shirt, and white silk gloves."	"Alchemist, needs black salt. Buys from Stilde Gatun."	The South		1	
250	Sanka	Taipal	f	centaur	Thinisian	Egyptian	Rogue: 2 / Fighter: 1	A boy in rags and a wild look in his eyes stands barefoot and covered in dirt. He can't be older than five.	Street kid	The Metropolin		1	
251	Vina	Tobale	f	chocolate golem	Nithian	Jewish	Artificer: 4	"The very young girl wears a simple yellow shift, and has her hair braided behind her back. She has simple leather sandals on and plays with a stick."	Shepherd kid	Key Plot	Blue Box	1	
252	Prahloban		f	plastic dragon	Nithian	Egyptian		"A small man with a thin tuft of gray hair, windscored brown skin, wise black eyes and a sharp nose. Wears green linen tunic and pantaloons."	Dying merchant who made many friends 	Subplot		1	
253	Hou	Ziatang	m	human	Helikite	Jewish		"The broad-faced woman projects sympathy and friendlyness. She has flowing blond hair, wears purple and orange cotton clothes and has a big lute strapped to her back."	"Famous performer, plays the lute and composes songs. Lives in Kumase."	Adventuring	Page 32	1	
254	Imumhor	Khaldun Jendayi	m	human	Atlantian	Muslim (Sunni)	Duskblade: 4	Lean and athletic woman with laugh-lines near her eyes and  mane of curly brown hair wears a blue cotton vest over a yellow cotton shirt and brown cotton pants.	"Smuggler, pretending to be fisherwoman, lives in the village of Atwak and smuggles goods into Kumase."	Nobility		1	
255	Anish	Vizapur	f	human	Iramian	Muslim (Sunni)	Rogue: 5 / Assassin: 5	"Short man in top hat, with sideburns, wearing a black silk jacket and leaning on a walking stick with an ivory head shaped like a lantern."	"Sorcerer, taught Meri Solah, works for the Sultan of Iram"	The East		1	
256	Thorley	[3 line]	m	human	Miraj	Cynic	none	Thin womanly figure with long sand-colored hair and sand-colored robes	Spirit of the desert	The West		1	
257	Dorfen	Elmor [3 line]	m	human	Iramian	Catholic	Rogue: 4	"Tall, long haired man with brown beard and eyes. Brigandine armor, studded leather hood and pantaloons, armed with a bow and a morningstar."	"Guard, survivor of encounter with PCs, angry at PC's violence. "	The North		1	
258	Sister Marga	[3 line]	f	kobold	Iramian	Muslim (Sunni)	Aristocrat: 4 / Ranger: 2 / Cyran Avenger: 3	Hauntingly beautiful dark woman in a green and yellow silk dress with a fire opal pendant and black pearl earrings. Her eyes are fierce and accentuated by makeup.	Widow of Nizam. Favored student fo Asgag Thildasdottir.	The South		1	
259	Ruper	of Norringdale [3 line]	m	double kobold	Iramian	Muslim (Sunni)	Ranger: 1		"Daughter of, orphan of Nizam Khaled el-Nabil"	The Metropolin		1	
260	Mallag	[3 line]	m	werechicken	Avalonian	Druid	Cleric: 6		"Earl, widower, wants to marrry Queen Guenever Pendragon in order to have his son, Thomas, become heir."	Key Plot		1	
261	Jared	Stromasson [3 line]	m	fish	Avalonian	Druid	Favored Soul		Son of Earl Thilan Isford.	Subplot		1	
262	Lornin	Fell [3 line]	f	human	Avalonian	Druid	Wizard (transmuter): 20		Twin sister of Queen Guenever Pendragon. Wife of Honore Sylaire. Tries to form a network of Thaumaturgists and destroy warlocks.	Adventuring		1	
263	the Numerologist	[3 line]	f	human	Averoignian	Muslim (Shi'a)	Ranger: 1		"Son of King Antoin Sylaire, married to Fiona Sylaire. Tries to form a network of warlocks and destroy thaumaturgists."	Nobility		1	
264	Felicity	Petrichor [3 line]	f	half dwarf	Helikite	Jewish	Favored Soul: 3	"Neck-length brown hair, large nose, green eyes. Wears a white flowing cotton robe over leather working clothes, a toolbelt and wears a bycocket. "	"Agent of Princess Fiona Sylaire, recruits thaumaturgists and tries to install town clocks to deter warlocks."	The East	Page 44	1	
265	Mez	 [3 line]	f	human	Nithian	Catholic	ranger: 4		"Agent of Prince Honore Sylaire, warlock, tries to recruit warlocks and fight against thaumaturgists"	The West		1	
266	Musber	the Blue [3 line]	m	half kobold	Mezzoramian	Egyptian	Ranger: 4		"Alchemist, discovered a cheap way to produce gunpowder and is getting rich."	The North		1	
267	Nobo	 [3 line]	m	centaur	Thulian	Orthodox Christian	Cleric		"Record keeper of the names of the dead, becomes more powerful the more names she collects. Teacher of Rani el-Nabil."	The South		1	
268	Caleb	Woolgard [3 line]	m	chocolate golem	Averoignian	Buddhist	Fighter: 4	"Young bearded man in gray dressing gown, leather belt and mountaineering shoes has green streaks in his hair and goggles over his forehead."	Gunpowder merchant works for Anin Bimpo.	The Metropolin		1	
269	Shargin	 [3 line]	m	plastic dragon	Lemurian	Hindu			"Medium apprentice, works for Asgag Thildasdottir and looks for names of dead people."	Key Plot		1	
270	Kysee	 [3 line]	f	human	Catai	Catholic	Ninja: 6		"Cooper in Alcalaz, sister of Sou-Wu"	Subplot		1	
